user_id,user_type,user_age_group,geographic_region,is_quebec_resident
USER_2497,Premium,25-34,Los Angeles,FALSE
USER_2499,Free,18-24,Vancouver,FALSE
USER_2505,Premium,35-44,Montreal,TRUE
USER_2510,Free,18-24,Toronto,FALSE
USER_2523,Free,35-44,Toronto,FALSE
USER_2536,Free,25-34,New York City,FALSE
USER_2549,Premium,18-24,Montreal,TRUE
USER_2566,Premium,25-34,Los Angeles,FALSE
USER_2611,Free,35-44,Toronto,FALSE
USER_2635,Premium,45+,Vancouver,FALSE
USER_2636,Premium,18-24,London,FALSE
USER_2641,Free,35-44,London,FALSE
USER_2648,Free,35-44,New York City,FALSE
USER_2670,Premium,35-44,London,FALSE
USER_2671,Free,35-44,New York City,FALSE
USER_2684,Premium,18-24,Toronto,FALSE
USER_2707,Premium,35-44,New York City,FALSE
USER_2716,Premium,35-44,Toronto,FALSE
USER_2721,Premium,35-44,Los Angeles,FALSE
USER_2745,Premium,25-34,Montreal,TRUE
USER_2746,Free,18-24,Los Angeles,FALSE
USER_2751,Premium,18-24,New York City,FALSE
USER_2757,Free,18-24,New York City,FALSE
USER_2761,Premium,25-34,Toronto,FALSE
USER_2770,Premium,18-24,Toronto,FALSE
USER_2787,Premium,45+,London,FALSE
USER_2808,Premium,25-34,New York City,FALSE
USER_2839,Free,18-24,Montreal,TRUE
USER_2867,Free,35-44,Vancouver,FALSE
USER_2868,Free,18-24,Vancouver,FALSE
USER_2869,Premium,18-24,London,FALSE
USER_2872,Premium,45+,London,FALSE
USER_2877,Premium,35-44,Montreal,TRUE
USER_2886,Free,18-24,London,FALSE
USER_2894,Free,25-34,New York City,FALSE
USER_2919,Free,25-34,New York City,FALSE
USER_2926,Free,18-24,Montreal,TRUE
USER_2928,Free,18-24,London,FALSE
USER_2934,Premium,25-34,London,FALSE
USER_2937,Premium,18-24,Los Angeles,FALSE
USER_2938,Premium,18-24,New York City,FALSE
USER_2959,Free,18-24,Toronto,FALSE
USER_2969,Free,18-24,London,FALSE
USER_2986,Premium,18-24,New York City,FALSE
USER_3014,Premium,25-34,Vancouver,FALSE
USER_3032,Premium,18-24,Montreal,TRUE
USER_3039,Premium,35-44,New York City,FALSE
USER_3095,Free,45+,London,FALSE
USER_3099,Premium,18-24,New York City,FALSE
USER_3112,Free,35-44,Toronto,FALSE
USER_3132,Premium,35-44,London,FALSE
USER_3138,Free,25-34,New York City,FALSE
USER_3139,Premium,35-44,London,FALSE
USER_3147,Premium,25-34,New York City,FALSE
USER_3156,Premium,35-44,Los Angeles,FALSE
USER_3158,Premium,25-34,Vancouver,FALSE
USER_3187,Premium,18-24,Los Angeles,FALSE
USER_3202,Free,18-24,London,FALSE
USER_3231,Free,35-44,Vancouver,FALSE
USER_3234,Premium,25-34,Vancouver,FALSE
USER_3235,Premium,25-34,London,FALSE
USER_3236,Free,25-34,Montreal,TRUE
USER_3238,Free,25-34,London,FALSE
USER_3259,Free,45+,New York City,FALSE
USER_3261,Free,25-34,Montreal,TRUE
USER_3280,Premium,45+,Toronto,FALSE
USER_3315,Premium,25-34,Toronto,FALSE
USER_3368,Premium,35-44,Vancouver,FALSE
USER_3402,Premium,25-34,Toronto,FALSE
USER_3409,Premium,25-34,New York City,FALSE
USER_3427,Free,25-34,Los Angeles,FALSE
USER_3432,Premium,45+,Los Angeles,FALSE
USER_3433,Free,25-34,New York City,FALSE
USER_3439,Premium,18-24,Montreal,TRUE
USER_3452,Premium,25-34,New York City,FALSE
USER_3458,Free,18-24,Montreal,TRUE
USER_3461,Premium,18-24,Vancouver,FALSE
USER_3463,Free,35-44,New York City,FALSE
USER_3473,Premium,25-34,Vancouver,FALSE
USER_3476,Free,25-34,London,FALSE
USER_3499,Free,35-44,New York City,FALSE
USER_3515,Premium,18-24,Montreal,TRUE
USER_3517,Premium,35-44,Toronto,FALSE
USER_3521,Premium,25-34,Los Angeles,FALSE
USER_3528,Free,35-44,Vancouver,FALSE
USER_3532,Free,35-44,New York City,FALSE
USER_3558,Premium,35-44,Los Angeles,FALSE
USER_3569,Premium,35-44,Los Angeles,FALSE
USER_3596,Free,18-24,Vancouver,FALSE
USER_3597,Free,18-24,London,FALSE
USER_3598,Free,18-24,Toronto,FALSE
USER_3633,Free,25-34,London,FALSE
USER_3641,Free,18-24,Montreal,TRUE
USER_3643,Free,35-44,New York City,FALSE
USER_3644,Free,18-24,London,FALSE
USER_3650,Free,18-24,London,FALSE
USER_3658,Premium,25-34,New York City,FALSE
USER_3673,Premium,35-44,New York City,FALSE
USER_3679,Free,18-24,New York City,FALSE
USER_3692,Free,25-34,Vancouver,FALSE
USER_3706,Free,25-34,New York City,FALSE
USER_3715,Premium,18-24,Los Angeles,FALSE
USER_3731,Premium,35-44,Vancouver,FALSE
USER_3750,Premium,18-24,Montreal,TRUE
USER_3756,Free,35-44,London,FALSE
USER_3775,Premium,18-24,London,FALSE
USER_3781,Free,35-44,New York City,FALSE
USER_3836,Free,18-24,Los Angeles,FALSE
USER_3857,Premium,25-34,London,FALSE
USER_3859,Premium,18-24,Los Angeles,FALSE
USER_3872,Premium,35-44,Vancouver,FALSE
USER_3883,Premium,35-44,London,FALSE
USER_3884,Premium,18-24,London,FALSE
USER_3913,Free,35-44,Los Angeles,FALSE
USER_3924,Premium,25-34,New York City,FALSE
USER_3932,Free,25-34,New York City,FALSE
USER_3964,Free,18-24,Vancouver,FALSE
USER_3975,Free,35-44,New York City,FALSE
USER_3979,Premium,18-24,Toronto,FALSE
USER_3980,Premium,18-24,Toronto,FALSE
USER_3993,Free,25-34,Toronto,FALSE
USER_4002,Premium,18-24,Vancouver,FALSE
USER_4015,Free,45+,Toronto,FALSE
USER_4022,Premium,25-34,New York City,FALSE
USER_4043,Free,35-44,London,FALSE
USER_4055,Free,18-24,London,FALSE
USER_4058,Premium,25-34,London,FALSE
USER_4068,Premium,35-44,New York City,FALSE
USER_4074,Free,45+,New York City,FALSE
USER_4088,Premium,18-24,New York City,FALSE
USER_4098,Free,25-34,Montreal,TRUE
USER_4101,Premium,45+,Montreal,TRUE
USER_4114,Premium,18-24,New York City,FALSE
USER_4116,Premium,18-24,New York City,FALSE
USER_4177,Free,18-24,New York City,FALSE
USER_4180,Premium,45+,Montreal,TRUE
USER_4194,Premium,18-24,Vancouver,FALSE
USER_4207,Premium,18-24,London,FALSE
USER_4211,Free,35-44,New York City,FALSE
USER_4215,Free,35-44,Vancouver,FALSE
USER_4223,Free,18-24,Toronto,FALSE
USER_4242,Free,18-24,Toronto,FALSE
USER_4295,Free,25-34,London,FALSE
USER_4297,Free,35-44,London,FALSE
USER_4300,Free,18-24,Toronto,FALSE
USER_4303,Free,35-44,Montreal,TRUE
USER_4309,Premium,35-44,Vancouver,FALSE
USER_4313,Premium,25-34,Los Angeles,FALSE
USER_4360,Free,25-34,London,FALSE
USER_4395,Premium,18-24,London,FALSE
USER_4398,Premium,18-24,Los Angeles,FALSE
USER_4406,Premium,25-34,Vancouver,FALSE
USER_4410,Premium,35-44,Los Angeles,FALSE
USER_4412,Premium,35-44,Toronto,FALSE
USER_4427,Premium,25-34,Los Angeles,FALSE
USER_4447,Premium,18-24,London,FALSE
USER_4456,Premium,25-34,Los Angeles,FALSE
USER_4458,Free,18-24,Los Angeles,FALSE
USER_4469,Premium,25-34,Los Angeles,FALSE
USER_4510,Premium,18-24,Toronto,FALSE
USER_4530,Free,25-34,Toronto,FALSE
USER_4541,Premium,35-44,New York City,FALSE
USER_4550,Premium,18-24,Montreal,TRUE
USER_4552,Free,18-24,New York City,FALSE
USER_4554,Premium,25-34,Vancouver,FALSE
USER_4560,Premium,25-34,Toronto,FALSE
USER_4562,Free,18-24,Montreal,TRUE
USER_4565,Free,25-34,Toronto,FALSE
USER_4568,Premium,18-24,London,FALSE
USER_4587,Premium,45+,Montreal,TRUE
USER_4592,Premium,25-34,Montreal,TRUE
USER_4595,Free,18-24,Toronto,FALSE
USER_4599,Premium,45+,New York City,FALSE
USER_4613,Premium,18-24,Toronto,FALSE
USER_4614,Premium,35-44,Montreal,TRUE
USER_4625,Free,25-34,Vancouver,FALSE
USER_4631,Premium,45+,Los Angeles,FALSE
USER_4635,Premium,35-44,Vancouver,FALSE
USER_4636,Free,18-24,Montreal,TRUE
USER_4656,Premium,18-24,London,FALSE
USER_4673,Free,18-24,Toronto,FALSE
USER_4688,Premium,18-24,Toronto,FALSE
USER_4714,Premium,35-44,Vancouver,FALSE
USER_4729,Premium,35-44,London,FALSE
USER_4744,Free,25-34,London,FALSE
USER_4756,Premium,45+,Toronto,FALSE
USER_4767,Free,35-44,Los Angeles,FALSE
USER_4781,Premium,25-34,New York City,FALSE
USER_4799,Free,25-34,Vancouver,FALSE
USER_4803,Premium,18-24,New York City,FALSE
USER_4808,Premium,25-34,New York City,FALSE
USER_4821,Premium,45+,Toronto,FALSE
USER_4844,Premium,18-24,New York City,FALSE
USER_4846,Premium,18-24,Los Angeles,FALSE
USER_4851,Free,35-44,Vancouver,FALSE
USER_4863,Free,18-24,London,FALSE
USER_4864,Free,18-24,London,FALSE
USER_4878,Premium,18-24,Vancouver,FALSE
USER_4884,Premium,25-34,New York City,FALSE
USER_4885,Premium,18-24,Vancouver,FALSE
USER_4886,Premium,25-34,Los Angeles,FALSE
USER_4895,Premium,35-44,Vancouver,FALSE
USER_4898,Free,45+,New York City,FALSE
USER_4907,Premium,25-34,New York City,FALSE
USER_4963,Premium,25-34,New York City,FALSE
USER_4980,Premium,25-34,New York City,FALSE
USER_0009,Free,18-24,Los Angeles,FALSE
USER_0026,Premium,25-34,New York City,FALSE
USER_0037,Free,35-44,Los Angeles,FALSE
USER_0041,Free,18-24,Toronto,FALSE
USER_0045,Free,35-44,New York City,FALSE
USER_0053,Premium,25-34,Montreal,TRUE
USER_0055,Free,35-44,Los Angeles,FALSE
USER_0058,Premium,25-34,New York City,FALSE
USER_0071,Premium,25-34,New York City,FALSE
USER_0081,Free,25-34,Toronto,FALSE
USER_0101,Free,25-34,Los Angeles,FALSE
USER_0103,Free,18-24,Montreal,TRUE
USER_0122,Premium,18-24,Vancouver,FALSE
USER_0126,Free,25-34,Vancouver,FALSE
USER_0137,Free,35-44,Vancouver,FALSE
USER_0147,Free,25-34,Toronto,FALSE
USER_0165,Free,45+,Vancouver,FALSE
USER_0166,Free,25-34,Vancouver,FALSE
USER_0191,Free,25-34,Montreal,TRUE
USER_0207,Free,25-34,London,FALSE
USER_0226,Free,45+,Toronto,FALSE
USER_0237,Premium,18-24,Montreal,TRUE
USER_0265,Free,18-24,Toronto,FALSE
USER_0284,Premium,25-34,Montreal,TRUE
USER_0286,Premium,18-24,New York City,FALSE
USER_0297,Free,45+,New York City,FALSE
USER_0303,Free,35-44,Vancouver,FALSE
USER_0304,Free,25-34,Vancouver,FALSE
USER_0313,Premium,18-24,London,FALSE
USER_0332,Free,18-24,Los Angeles,FALSE
USER_0360,Free,35-44,New York City,FALSE
USER_0366,Free,35-44,Toronto,FALSE
USER_0377,Premium,35-44,Toronto,FALSE
USER_0382,Free,25-34,Los Angeles,FALSE
USER_0383,Free,18-24,London,FALSE
USER_0388,Premium,25-34,Montreal,TRUE
USER_0391,Premium,35-44,Vancouver,FALSE
USER_0394,Premium,35-44,New York City,FALSE
USER_0417,Premium,18-24,Toronto,FALSE
USER_0431,Premium,35-44,New York City,FALSE
USER_0432,Free,18-24,Los Angeles,FALSE
USER_0445,Premium,35-44,Los Angeles,FALSE
USER_0448,Free,25-34,Montreal,TRUE
USER_0454,Free,18-24,London,FALSE
USER_0458,Premium,18-24,Montreal,TRUE
USER_0460,Free,25-34,Montreal,TRUE
USER_0467,Free,25-34,Vancouver,FALSE
USER_0496,Premium,18-24,Toronto,FALSE
USER_0524,Premium,25-34,Montreal,TRUE
USER_0526,Premium,18-24,London,FALSE
USER_0527,Premium,45+,Montreal,TRUE
USER_0554,Free,25-34,Montreal,TRUE
USER_0555,Premium,18-24,Los Angeles,FALSE
USER_0562,Premium,25-34,New York City,FALSE
USER_0567,Premium,35-44,Toronto,FALSE
USER_0574,Free,18-24,New York City,FALSE
USER_0592,Free,35-44,Toronto,FALSE
USER_0603,Free,25-34,Montreal,TRUE
USER_0624,Free,25-34,Vancouver,FALSE
USER_0628,Premium,18-24,Montreal,TRUE
USER_0662,Free,18-24,Toronto,FALSE
USER_0679,Free,18-24,Toronto,FALSE
USER_0690,Free,18-24,London,FALSE
USER_0694,Premium,25-34,London,FALSE
USER_0707,Free,18-24,Los Angeles,FALSE
USER_0709,Premium,25-34,Vancouver,FALSE
USER_0719,Premium,18-24,New York City,FALSE
USER_0722,Free,18-24,Montreal,TRUE
USER_0729,Premium,25-34,New York City,FALSE
USER_0735,Free,45+,Montreal,TRUE
USER_0744,Free,25-34,Los Angeles,FALSE
USER_0745,Free,35-44,Montreal,TRUE
USER_0767,Free,18-24,New York City,FALSE
USER_0797,Premium,18-24,Toronto,FALSE
USER_0808,Free,18-24,Montreal,TRUE
USER_0811,Premium,25-34,Toronto,FALSE
USER_0849,Free,18-24,Vancouver,FALSE
USER_0865,Premium,35-44,Montreal,TRUE
USER_0869,Free,25-34,London,FALSE
USER_0878,Premium,25-34,London,FALSE
USER_0882,Premium,25-34,Montreal,TRUE
USER_0893,Premium,18-24,Vancouver,FALSE
USER_0908,Free,18-24,Vancouver,FALSE
USER_0922,Free,18-24,Montreal,TRUE
USER_0934,Free,35-44,Toronto,FALSE
USER_0942,Free,45+,London,FALSE
USER_0970,Premium,45+,Vancouver,FALSE
USER_0973,Free,35-44,London,FALSE
USER_0975,Free,25-34,Montreal,TRUE
USER_0977,Premium,35-44,Vancouver,FALSE
USER_0986,Free,35-44,London,FALSE
USER_0993,Free,18-24,Vancouver,FALSE
USER_0994,Premium,25-34,London,FALSE
USER_1015,Free,25-34,Los Angeles,FALSE
USER_1025,Free,25-34,Los Angeles,FALSE
USER_1053,Premium,35-44,Vancouver,FALSE
USER_1082,Premium,35-44,Vancouver,FALSE
USER_1088,Free,35-44,Los Angeles,FALSE
USER_1092,Premium,35-44,London,FALSE
USER_1095,Premium,25-34,New York City,FALSE
USER_1132,Premium,18-24,Montreal,TRUE
USER_1134,Free,25-34,Toronto,FALSE
USER_1147,Free,25-34,London,FALSE
USER_1155,Free,18-24,Toronto,FALSE
USER_1164,Free,25-34,Vancouver,FALSE
USER_1170,Premium,25-34,Montreal,TRUE
USER_1176,Premium,45+,Toronto,FALSE
USER_1178,Premium,25-34,London,FALSE
USER_1197,Premium,35-44,New York City,FALSE
USER_1199,Premium,45+,Los Angeles,FALSE
USER_1227,Premium,25-34,New York City,FALSE
USER_1231,Free,25-34,Toronto,FALSE
USER_1233,Premium,25-34,Los Angeles,FALSE
USER_1240,Free,18-24,Montreal,TRUE
USER_1280,Free,18-24,New York City,FALSE
USER_1297,Free,35-44,Toronto,FALSE
USER_1336,Free,25-34,Toronto,FALSE
USER_1369,Premium,35-44,New York City,FALSE
USER_1381,Free,18-24,London,FALSE
USER_1398,Free,45+,London,FALSE
USER_1420,Free,35-44,New York City,FALSE
USER_1421,Premium,45+,Montreal,TRUE
USER_1430,Premium,18-24,Toronto,FALSE
USER_1454,Free,18-24,Montreal,TRUE
USER_1469,Premium,35-44,Vancouver,FALSE
USER_1474,Free,25-34,Toronto,FALSE
USER_1514,Premium,25-34,London,FALSE
USER_1522,Premium,25-34,Montreal,TRUE
USER_1531,Premium,25-34,New York City,FALSE
USER_1551,Free,25-34,Los Angeles,FALSE
USER_1563,Premium,18-24,Vancouver,FALSE
USER_1572,Premium,35-44,New York City,FALSE
USER_1575,Free,35-44,Los Angeles,FALSE
USER_1576,Premium,35-44,New York City,FALSE
USER_1599,Free,25-34,Los Angeles,FALSE
USER_1622,Premium,25-34,Los Angeles,FALSE
USER_1639,Premium,35-44,Montreal,TRUE
USER_1658,Premium,18-24,Toronto,FALSE
USER_1669,Free,18-24,Los Angeles,FALSE
USER_1689,Premium,25-34,Montreal,TRUE
USER_1715,Free,25-34,Vancouver,FALSE
USER_1717,Premium,35-44,Toronto,FALSE
USER_1727,Premium,35-44,Vancouver,FALSE
USER_1730,Premium,35-44,Montreal,TRUE
USER_1773,Free,18-24,Vancouver,FALSE
USER_1801,Free,25-34,Toronto,FALSE
USER_1808,Premium,18-24,New York City,FALSE
USER_1811,Free,45+,Los Angeles,FALSE
USER_1813,Premium,45+,Montreal,TRUE
USER_1827,Premium,25-34,Montreal,TRUE
USER_1839,Premium,25-34,Montreal,TRUE
USER_1870,Premium,25-34,Toronto,FALSE
USER_1876,Free,18-24,Vancouver,FALSE
USER_1899,Free,18-24,London,FALSE
USER_1937,Premium,45+,Vancouver,FALSE
USER_1955,Premium,25-34,Toronto,FALSE
USER_1958,Free,45+,New York City,FALSE
USER_1988,Premium,18-24,Vancouver,FALSE
USER_2020,Premium,25-34,Los Angeles,FALSE
USER_2023,Premium,25-34,Montreal,TRUE
USER_2030,Free,25-34,Montreal,TRUE
USER_2033,Free,25-34,London,FALSE
USER_2057,Premium,18-24,London,FALSE
USER_2075,Premium,25-34,Montreal,TRUE
USER_2087,Premium,45+,London,FALSE
USER_2092,Premium,18-24,Vancouver,FALSE
USER_2104,Premium,25-34,Montreal,TRUE
USER_2123,Premium,25-34,Montreal,TRUE
USER_2128,Premium,25-34,Vancouver,FALSE
USER_2139,Free,25-34,Toronto,FALSE
USER_2155,Premium,18-24,London,FALSE
USER_2187,Free,25-34,Montreal,TRUE
USER_2196,Premium,25-34,Toronto,FALSE
USER_2201,Premium,25-34,New York City,FALSE
USER_2209,Premium,25-34,Toronto,FALSE
USER_2212,Premium,18-24,London,FALSE
USER_2213,Free,25-34,Los Angeles,FALSE
USER_2217,Free,18-24,Montreal,TRUE
USER_2221,Premium,18-24,New York City,FALSE
USER_2230,Premium,18-24,New York City,FALSE
USER_2241,Premium,25-34,Los Angeles,FALSE
USER_2243,Premium,25-34,Vancouver,FALSE
USER_2246,Free,35-44,Toronto,FALSE
USER_2280,Premium,25-34,Toronto,FALSE
USER_2299,Premium,18-24,Montreal,TRUE
USER_2308,Premium,25-34,Los Angeles,FALSE
USER_2314,Free,35-44,Vancouver,FALSE
USER_2316,Free,25-34,Los Angeles,FALSE
USER_2319,Premium,25-34,Vancouver,FALSE
USER_2325,Premium,18-24,Vancouver,FALSE
USER_2330,Premium,45+,Vancouver,FALSE
USER_2335,Free,25-34,New York City,FALSE
USER_2341,Free,18-24,London,FALSE
USER_2352,Premium,18-24,Montreal,TRUE
USER_2360,Premium,35-44,New York City,FALSE
USER_2379,Free,35-44,London,FALSE
USER_2387,Free,45+,Toronto,FALSE
USER_2433,Premium,18-24,New York City,FALSE
USER_2449,Free,25-34,London,FALSE
USER_2467,Premium,25-34,Toronto,FALSE
USER_2475,Premium,45+,New York City,FALSE
USER_2483,Free,18-24,Vancouver,FALSE
USER_2502,Premium,18-24,New York City,FALSE
USER_2514,Free,18-24,New York City,FALSE
USER_2530,Premium,45+,New York City,FALSE
USER_2542,Free,18-24,Toronto,FALSE
USER_2551,Premium,35-44,Vancouver,FALSE
USER_2559,Premium,25-34,Montreal,TRUE
USER_2565,Premium,25-34,Vancouver,FALSE
USER_2569,Premium,25-34,Montreal,TRUE
USER_2585,Premium,18-24,Los Angeles,FALSE
USER_2610,Premium,25-34,Los Angeles,FALSE
USER_2613,Free,25-34,Los Angeles,FALSE
USER_2616,Free,18-24,London,FALSE
USER_2619,Premium,18-24,New York City,FALSE
USER_2620,Premium,18-24,Los Angeles,FALSE
USER_2652,Premium,35-44,London,FALSE
USER_2657,Free,18-24,Montreal,TRUE
USER_2683,Premium,18-24,Toronto,FALSE
USER_2688,Free,25-34,Vancouver,FALSE
USER_2725,Free,35-44,Montreal,TRUE
USER_2744,Premium,35-44,Montreal,TRUE
USER_2768,Free,25-34,Vancouver,FALSE
USER_2785,Premium,25-34,Toronto,FALSE
USER_2790,Free,35-44,Toronto,FALSE
USER_2800,Free,45+,Vancouver,FALSE
USER_2816,Free,25-34,London,FALSE
USER_2820,Premium,18-24,Vancouver,FALSE
USER_2825,Premium,18-24,Montreal,TRUE
USER_2827,Free,25-34,London,FALSE
USER_2835,Premium,18-24,London,FALSE
USER_2851,Premium,25-34,New York City,FALSE
USER_2855,Free,35-44,London,FALSE
USER_2857,Free,25-34,London,FALSE
USER_2860,Free,25-34,Toronto,FALSE
USER_2914,Free,25-34,Vancouver,FALSE
USER_2955,Premium,35-44,Los Angeles,FALSE
USER_2962,Free,18-24,Montreal,TRUE
USER_2990,Premium,25-34,London,FALSE
USER_2993,Free,18-24,London,FALSE
USER_2994,Free,35-44,Los Angeles,FALSE
USER_2995,Free,18-24,Montreal,TRUE
USER_3009,Premium,18-24,Vancouver,FALSE
USER_3011,Free,18-24,Montreal,TRUE
USER_3016,Free,35-44,Toronto,FALSE
USER_3029,Free,18-24,Los Angeles,FALSE
USER_3031,Premium,18-24,Vancouver,FALSE
USER_3069,Free,25-34,New York City,FALSE
USER_3073,Premium,18-24,New York City,FALSE
USER_3080,Premium,18-24,Toronto,FALSE
USER_3083,Free,18-24,Montreal,TRUE
USER_3089,Premium,35-44,Toronto,FALSE
USER_3090,Free,25-34,London,FALSE
USER_3108,Free,45+,London,FALSE
USER_3117,Premium,18-24,New York City,FALSE
USER_3129,Free,18-24,Montreal,TRUE
USER_3170,Free,18-24,Montreal,TRUE
USER_3173,Premium,18-24,New York City,FALSE
USER_3205,Free,25-34,Toronto,FALSE
USER_3207,Free,35-44,Los Angeles,FALSE
USER_3215,Free,35-44,New York City,FALSE
USER_3249,Free,25-34,Montreal,TRUE
USER_3270,Premium,35-44,Toronto,FALSE
USER_3272,Premium,18-24,Los Angeles,FALSE
USER_3279,Free,45+,Toronto,FALSE
USER_3284,Premium,25-34,New York City,FALSE
USER_3304,Free,25-34,New York City,FALSE
USER_3305,Premium,25-34,Toronto,FALSE
USER_3321,Free,18-24,New York City,FALSE
USER_3329,Free,18-24,Vancouver,FALSE
USER_3336,Free,25-34,Los Angeles,FALSE
USER_3355,Premium,18-24,Montreal,TRUE
USER_3379,Premium,35-44,New York City,FALSE
USER_3392,Free,45+,Vancouver,FALSE
USER_3398,Premium,18-24,New York City,FALSE
USER_3407,Free,25-34,New York City,FALSE
USER_3411,Free,25-34,Toronto,FALSE
USER_3415,Premium,35-44,London,FALSE
USER_3420,Free,35-44,Montreal,TRUE
USER_3440,Free,18-24,Los Angeles,FALSE
USER_3441,Premium,25-34,Toronto,FALSE
USER_3449,Premium,18-24,Vancouver,FALSE
USER_3455,Free,18-24,Toronto,FALSE
USER_3474,Premium,18-24,Los Angeles,FALSE
USER_3482,Premium,45+,New York City,FALSE
USER_3491,Free,25-34,Toronto,FALSE
USER_3495,Free,18-24,Vancouver,FALSE
USER_3497,Free,25-34,Vancouver,FALSE
USER_3501,Free,18-24,Vancouver,FALSE
USER_3531,Free,45+,Montreal,TRUE
USER_3547,Premium,35-44,Los Angeles,FALSE
USER_3554,Free,35-44,Montreal,TRUE
USER_3605,Free,25-34,Toronto,FALSE
USER_3621,Premium,45+,Montreal,TRUE
USER_3626,Free,25-34,Los Angeles,FALSE
USER_3636,Free,35-44,Los Angeles,FALSE
USER_3654,Free,18-24,Toronto,FALSE
USER_3655,Premium,25-34,Montreal,TRUE
USER_3675,Free,35-44,Toronto,FALSE
USER_3682,Free,25-34,Toronto,FALSE
USER_3694,Free,25-34,London,FALSE
USER_3696,Premium,35-44,Montreal,TRUE
USER_3742,Premium,45+,London,FALSE
USER_3755,Free,18-24,London,FALSE
USER_3759,Premium,25-34,Los Angeles,FALSE
USER_3768,Premium,35-44,London,FALSE
USER_3773,Premium,35-44,Toronto,FALSE
USER_3776,Free,35-44,New York City,FALSE
USER_3790,Premium,35-44,Los Angeles,FALSE
USER_3800,Premium,18-24,Montreal,TRUE
USER_3805,Free,18-24,New York City,FALSE
USER_3812,Free,35-44,Vancouver,FALSE
USER_3816,Free,35-44,Vancouver,FALSE
USER_3835,Free,45+,Montreal,TRUE
USER_3843,Free,18-24,Montreal,TRUE
USER_3851,Premium,25-34,London,FALSE
USER_3858,Premium,18-24,New York City,FALSE
USER_3889,Premium,25-34,Montreal,TRUE
USER_3891,Free,25-34,New York City,FALSE
USER_3895,Free,18-24,Montreal,TRUE
USER_3908,Premium,45+,Los Angeles,FALSE
USER_3914,Premium,35-44,London,FALSE
USER_3922,Free,18-24,Vancouver,FALSE
USER_3923,Premium,35-44,New York City,FALSE
USER_3941,Free,18-24,Montreal,TRUE
USER_3948,Free,25-34,London,FALSE
USER_3955,Free,25-34,New York City,FALSE
USER_3956,Premium,25-34,London,FALSE
USER_3972,Premium,35-44,Vancouver,FALSE
USER_3997,Free,18-24,Montreal,TRUE
USER_4008,Free,35-44,Montreal,TRUE
USER_4017,Premium,18-24,Los Angeles,FALSE
USER_4025,Premium,25-34,London,FALSE
USER_4056,Free,35-44,Montreal,TRUE
USER_4065,Free,45+,Montreal,TRUE
USER_4084,Free,18-24,New York City,FALSE
USER_4089,Free,18-24,New York City,FALSE
USER_4124,Free,45+,Toronto,FALSE
USER_4125,Free,25-34,Vancouver,FALSE
USER_4127,Premium,25-34,Los Angeles,FALSE
USER_4129,Premium,18-24,London,FALSE
USER_4152,Premium,25-34,New York City,FALSE
USER_4153,Premium,25-34,New York City,FALSE
USER_4166,Premium,25-34,Montreal,TRUE
USER_4168,Premium,25-34,London,FALSE
USER_4179,Premium,35-44,Montreal,TRUE
USER_4186,Premium,18-24,Montreal,TRUE
USER_4202,Free,35-44,Vancouver,FALSE
USER_4209,Premium,25-34,London,FALSE
USER_4236,Free,18-24,Montreal,TRUE
USER_4240,Free,35-44,New York City,FALSE
USER_4246,Free,45+,Vancouver,FALSE
USER_4248,Free,45+,London,FALSE
USER_4269,Premium,18-24,Toronto,FALSE
USER_4270,Free,18-24,New York City,FALSE
USER_4276,Free,18-24,Montreal,TRUE
USER_4284,Free,18-24,London,FALSE
USER_4287,Premium,18-24,Vancouver,FALSE
USER_4293,Premium,18-24,Vancouver,FALSE
USER_4298,Premium,25-34,Los Angeles,FALSE
USER_4308,Premium,18-24,Montreal,TRUE
USER_4327,Premium,25-34,Montreal,TRUE
USER_4336,Premium,18-24,London,FALSE
USER_4346,Premium,25-34,Toronto,FALSE
USER_4347,Premium,18-24,Vancouver,FALSE
USER_4378,Premium,18-24,Vancouver,FALSE
USER_4388,Premium,45+,London,FALSE
USER_4407,Free,25-34,Vancouver,FALSE
USER_4419,Free,18-24,London,FALSE
USER_4420,Premium,25-34,New York City,FALSE
USER_4423,Free,18-24,London,FALSE
USER_4443,Free,25-34,London,FALSE
USER_4473,Premium,25-34,Los Angeles,FALSE
USER_4480,Premium,25-34,Vancouver,FALSE
USER_4484,Free,25-34,London,FALSE
USER_4506,Premium,35-44,Montreal,TRUE
USER_4508,Free,25-34,Toronto,FALSE
USER_4513,Free,18-24,London,FALSE
USER_4521,Free,25-34,London,FALSE
USER_4523,Premium,25-34,London,FALSE
USER_4547,Premium,25-34,New York City,FALSE
USER_4559,Free,35-44,Los Angeles,FALSE
USER_4572,Free,35-44,Vancouver,FALSE
USER_4575,Free,18-24,Montreal,TRUE
USER_4577,Premium,18-24,Los Angeles,FALSE
USER_4578,Free,18-24,Toronto,FALSE
USER_4585,Free,25-34,Los Angeles,FALSE
USER_4588,Premium,18-24,Montreal,TRUE
USER_4594,Free,18-24,Vancouver,FALSE
USER_4610,Free,18-24,Vancouver,FALSE
USER_4632,Premium,18-24,Montreal,TRUE
USER_4634,Free,25-34,London,FALSE
USER_4640,Premium,18-24,Montreal,TRUE
USER_4663,Premium,18-24,Toronto,FALSE
USER_4676,Free,25-34,Vancouver,FALSE
USER_4685,Free,18-24,Toronto,FALSE
USER_4698,Premium,35-44,Montreal,TRUE
